source_index,true_label,correct_seed_count,predicted_right_seed_count,unanimous_prediction,final_score_seed_sd,f1_score_seed_sd,f2_score_seed_sd,f3_score_seed_sd
303,0,3,0,1,0.6589050867426917,0.03783915316423861,0.7874333580574581,0.3173964041862778
304,1,3,3,1,0.7051945369285727,0.6420757163219134,0.8849484092031303,0.38299719628034606
305,0,3,0,1,0.5401473332002167,1.2942238612363859,0.174285615994621,0.3752862409860549
306,0,3,0,1,0.6091567415403369,0.5276104677799438,0.26285906005455195,0.5345573312992484
307,0,2,1,0,1.5145269364149758,0.7836094497652287,0.3833574566364184,1.0562369549221597
308,0,3,0,1,0.6815091435083407,0.5492025216940525,0.8039330773863808,0.08022552108146555
309,0,3,0,1,0.7227991202374283,0.7590243617442757,0.40165692684376514,0.48440421107779696
310,0,3,0,1,0.4983349253277038,0.5358500200458312,0.7637946024602643,0.7314485558823138
311,0,3,0,1,0.9656363840427236,0.4898055649702147,0.511667161638884,0.6085829238787025
312,0,3,0,1,1.2446931552068004,0.37308437078510914,1.691750073631116,0.5349492689974671
313,0,3,0,1,0.5127039660114843,1.191342883147112,0.07825008489428013,0.08478977671472442
314,0,3,0,1,0.6789316975211388,0.30091460439915385,0.3104774667355631,0.5407283229730051
315,0,3,0,1,0.33705848737458816,0.7876678866809821,0.34151687888136195,0.3795664673045936
