source_index,true_label,correct_seed_count,predicted_right_seed_count,unanimous_prediction,final_score_seed_sd,f1_score_seed_sd,f2_score_seed_sd,f3_score_seed_sd
302,1,3,3,1,0.3695024771727526,0.1144437155433019,0.2271272737041847,0.2688790051895084
303,0,3,0,1,0.5339759354460802,0.10695335172309335,0.5075807515237355,0.32299931869700327
304,1,2,2,0,1.3259266411069797,0.06940843514237892,0.861110240638151,0.6754408895246413
305,0,3,0,1,1.2104234862179672,0.3819685131866212,0.7181649377317426,1.0655937221189784
306,0,0,3,1,0.14551615703816498,0.16501795858021484,0.25245489428864976,0.1932363854989267
307,0,2,1,0,0.594342352016211,0.05664938532571537,0.713896559873498,0.2271428966676908
308,0,3,0,1,0.19087597444143556,0.189955850128632,0.17697120102536845,0.0881778612532175
309,0,2,1,0,1.9383960939291291,0.19927217337830547,1.662662313763177,0.551114941822057
310,0,3,0,1,0.4834794181930256,0.27391086701453443,0.5988035802790413,0.14006079738782592
311,0,2,1,0,0.744350386816792,0.1575656773080693,0.4114492058803324,0.5856764845472238
312,0,0,3,1,0.3545622133043789,0.11241624791413132,0.3260789164169876,0.7434006516385983
313,0,3,0,1,0.8513898313280825,0.25574972571280996,0.21063131371295843,0.635526966335664
314,0,1,2,0,0.4443469620934687,0.16902750587435308,0.5048122972259019,0.314218156700552
315,0,0,3,1,0.9607003120993901,0.3327721880420398,1.025399650131557,0.07678689923390578
